1           0.0791658                   0
2            0.081666          0.00250021
3            0.082354          0.00159908
4           0.0821004          0.00115881
5           0.0823187         0.000923763
6           0.0830544          0.00105363
7           0.0832814         0.000918954
8           0.0833528          0.00079904
9           0.0830406          0.00077076
10           0.0827163         0.000761851
11           0.0826572         0.000691653
12           0.0829822         0.000710116
13           0.0829641          0.00065346
14           0.0829738         0.000605064
15            0.082982         0.000563343
16           0.0830268         0.000528861
17           0.0829952         0.000497782
18           0.0831609         0.000497692
19           0.0832839         0.000486577
20           0.0834155         0.000479999
21           0.0832383         0.000489745
22           0.0833006         0.000471086
23           0.0833845         0.000457897
24           0.0832888         0.000448727
25           0.0833807         0.000440117
26           0.0834342         0.000426222
27           0.0832926         0.000433894
28           0.0832149         0.000425269
29           0.0830843         0.000430633
30           0.0831424         0.000420074
31           0.0830863          0.00041016
32           0.0831194         0.000398515
33           0.0831023          0.00038663
34           0.0831217         0.000375588
35           0.0831215         0.000364699
36           0.0830485         0.000361857
37           0.0830683         0.000352499
38           0.0831495         0.000352572
39           0.0832456         0.000356587
40           0.0831922         0.000351622
41           0.0833274         0.000368625
42           0.0833687         0.000362105
43           0.0833701         0.000353587
44            0.083356         0.000345746
45           0.0832726         0.000348102
46           0.0833003         0.000341575
47           0.0832725         0.000335388
48           0.0832837          0.00032852
49           0.0833017         0.000322246
50           0.0832825         0.000316315
51           0.0833439         0.000316074
52           0.0833428         0.000309938
53           0.0834264         0.000315315
54           0.0834306          0.00030945
55           0.0833825          0.00030756
56           0.0834324         0.000306115
57           0.0833837         0.000304612
58           0.0833883         0.000299349
59           0.0833937          0.00029428
60           0.0833552         0.000291881
61           0.0834043         0.000291235
62           0.0833714         0.000288389
63           0.0833799         0.000283903
64           0.0833804         0.000279432
65           0.0833646         0.000275557
66           0.0833711         0.000271428
67           0.0833782          0.00026744
68            0.083385         0.000263565
69           0.0833531         0.000261671
70           0.0833549         0.000257912
71           0.0833286         0.000255609
72           0.0833836         0.000257978
73           0.0833855         0.000254426
74           0.0834185         0.000253128
75           0.0833942         0.000250905
76           0.0833529          0.00025101
77           0.0832926         0.000254971
78           0.0832862         0.000251763
79           0.0832656         0.000249401
80           0.0832671         0.000246268
81           0.0832824         0.000243692
82           0.0833015         0.000241457
83           0.0833165            0.000239
84           0.0833484         0.000238284
85           0.0833166           0.0002376
86           0.0833328         0.000235382
87           0.0833544         0.000233656
88           0.0833712         0.000231602
89           0.0833585          0.00022934
90           0.0833752         0.000227389
91           0.0833619          0.00022527
92           0.0833188         0.000226926
93           0.0833376         0.000225253
94           0.0833592         0.000223897
95           0.0833911         0.000223807
96           0.0833772         0.000221897
97           0.0833293         0.000224759
98           0.0833342         0.000222506
99           0.0833424         0.000220401
100           0.0833475         0.000218246
