           1     0.04272     0.04272           0
           2   0.0430569   0.0428884 0.000119127
           3   0.0430525   0.0429431 9.11149e-05
           4   0.0430468    0.042969 7.19237e-05
           5   0.0433058   0.0430364 8.33009e-05
           6   0.0427747   0.0429928 8.00227e-05
           7   0.0432038   0.0430229 7.40507e-05
           8   0.0426762   0.0429796 7.64319e-05
           9   0.0430083   0.0429828 6.80062e-05
          10   0.0427033   0.0429548 6.67025e-05
          11   0.0427922     0.04294 6.22547e-05
          12   0.0429444   0.0429404 5.70678e-05
          13   0.0430125    0.042946 5.29467e-05
          14   0.0425798   0.0429198 5.52483e-05
          15   0.0428234   0.0429134 5.19372e-05
          16   0.0428538   0.0429097 4.88246e-05
          17   0.0430385   0.0429172 4.65368e-05
          18   0.0426258    0.042901 4.66829e-05
          19   0.0431261   0.0429129 4.57039e-05
          20   0.0430232   0.0429184 4.37504e-05
          21   0.0428837   0.0429167 4.16984e-05
          22   0.0429774   0.0429195 3.98939e-05
          23   0.0432053   0.0429319 4.00473e-05
          24    0.043205   0.0429433 3.99624e-05
          25   0.0426731   0.0429325 3.97982e-05
          26   0.0429854   0.0429345 3.83196e-05
          27   0.0430721   0.0429396 3.72376e-05
          28   0.0427613   0.0429333 3.64482e-05
          29   0.0425154   0.0429189 3.79321e-05
          30   0.0430706   0.0429239 3.70035e-05
          31   0.0425495   0.0429118 3.77295e-05
          32     0.04328   0.0429233 3.82647e-05
          33   0.0428733   0.0429218 3.71352e-05
          34   0.0424607   0.0429083 3.84399e-05
          35   0.0428648    0.042907 3.73617e-05
          36   0.0430133     0.04291 3.64404e-05
          37   0.0428893   0.0429094 3.54598e-05
          38   0.0429372   0.0429101 3.45342e-05
          39    0.042803   0.0429074 3.37577e-05
          40   0.0425905   0.0428995 3.38304e-05
          41   0.0427093   0.0428948 3.33216e-05
          42   0.0430659   0.0428989 3.27761e-05
          43    0.042972   0.0429006 3.20579e-05
          44   0.0426317   0.0428945 3.19066e-05
          45   0.0431512   0.0429002 3.17035e-05
          46   0.0431557   0.0429058  3.1497e-05
          47   0.0431075   0.0429101  3.1118e-05
          48   0.0431624   0.0429153 3.09106e-05
          49   0.0427368   0.0429117 3.04936e-05
          50   0.0430096   0.0429136 2.99466e-05
