0 -0.45373 0
1 -0.445991 0.00773824
2 -0.44113 0.00660228
3 -0.442542 0.0048773
4 -0.443602 0.00392375
5 -0.443442 0.00320772
6 -0.443262 0.00271696
7 -0.443392 0.00235652
8 -0.44418 0.00222258
9 -0.443403 0.0021341
10 -0.442469 0.00214445
11 -0.442693 0.00197037
12 -0.442877 0.00182174
13 -0.441302 0.00230772
14 -0.442008 0.00226154
15 -0.442451 0.00216136
16 -0.443041 0.00211433
17 -0.442883 0.00199972
18 -0.44242 0.00194739
19 -0.442379 0.0018479
20 -0.44297 0.00185432
21 -0.442749 0.00178179
22 -0.442809 0.00170359
23 -0.44307 0.00165182
24 -0.442912 0.00159223
25 -0.443023 0.00153382
26 -0.443658 0.00160658
27 -0.442958 0.00169909
28 -0.443121 0.00164759
29 -0.443246 0.00159662
30 -0.443236 0.0015443
31 -0.443194 0.00149585
32 -0.442969 0.00146711
33 -0.443193 0.00144088
34 -0.443579 0.00145137
35 -0.443534 0.00141119
36 -0.443353 0.00138451
37 -0.443351 0.00134759
38 -0.44307 0.00134238
39 -0.443366 0.00134141
40 -0.443474 0.00131278
41 -0.443464 0.00128118
42 -0.443788 0.00129245
43 -0.443754 0.00126319
44 -0.443861 0.0012394
45 -0.443803 0.00121352
46 -0.443495 0.00122677
47 -0.44369 0.0012167
48 -0.44367 0.00119178
49 -0.443545 0.00117442
50 -0.443737 0.0011671
51 -0.443606 0.00115197
52 -0.443554 0.00113121
53 -0.44343 0.00111696
54 -0.443559 0.00110408
55 -0.44322 0.00113608
56 -0.443411 0.00113229
57 -0.443174 0.00113762
58 -0.443192 0.00111831
59 -0.443072 0.00110606
60 -0.443101 0.00108817
61 -0.443095 0.00107049
62 -0.442965 0.00106133
63 -0.442993 0.00104499
64 -0.443104 0.00103469
65 -0.443328 0.00104339
66 -0.443378 0.00102891
67 -0.443008 0.00107931
68 -0.443008 0.00106355
69 -0.443032 0.00104854
70 -0.442867 0.00104675
71 -0.442679 0.0010491
72 -0.442688 0.00103466
73 -0.442743 0.00102206
74 -0.442803 0.00101017
75 -0.44279 0.000996874
76 -0.442878 0.00098772
77 -0.442823 0.000976531
78 -0.442896 0.000966855
79 -0.442815 0.000958134
80 -0.442892 0.000949378
81 -0.442937 0.000938833
82 -0.442766 0.000943066
83 -0.442618 0.000943437
84 -0.442713 0.000937054
85 -0.442843 0.000935136
86 -0.442944 0.000929817
87 -0.443107 0.000933649
88 -0.44309 0.000923269
89 -0.44317 0.00091652
90 -0.443113 0.000908201
91 -0.443153 0.000899151
92 -0.442744 0.000978916
93 -0.442824 0.000971783
94 -0.442813 0.000961562
95 -0.442837 0.000951787
96 -0.442794 0.000942926
97 -0.442821 0.000933669
98 -0.442778 0.00092522
99 -0.44278 0.000915925
