           1     1.40717     1.40717           0
           2     1.40722     1.40719 1.79071e-05
           3      1.4073     1.40723 3.19517e-05
           4      1.4073     1.40725 2.76732e-05
           5     1.40738     1.40727 3.20328e-05
           6     1.40728     1.40727 2.67459e-05
           7     1.40729     1.40728 2.30261e-05
           8      1.4073     1.40728 2.02845e-05
           9     1.40736     1.40729 1.98443e-05
          10     1.40729     1.40729 1.78605e-05
          11     1.40722     1.40728 1.73816e-05
          12     1.40718     1.40727 1.78538e-05
          13     1.40723     1.40727 1.67554e-05
          14     1.40734     1.40728 1.62116e-05
          15     1.40727     1.40727  1.5139e-05
          16     1.40729     1.40728 1.42066e-05
          17     1.40737     1.40728 1.45033e-05
          18     1.40732     1.40728 1.38576e-05
          19     1.40736     1.40729 1.37311e-05
          20     1.40733     1.40729 1.32066e-05
          21     1.40735     1.40729 1.29197e-05
          22      1.4073     1.40729 1.23381e-05
          23     1.40734      1.4073 1.19509e-05
          24     1.40719     1.40729 1.22308e-05
          25     1.40718     1.40729 1.24838e-05
          26     1.40727     1.40729 1.20189e-05
          27     1.40732     1.40729 1.16374e-05
          28     1.40734     1.40729 1.13937e-05
          29     1.40724     1.40729 1.11466e-05
          30     1.40738     1.40729 1.12213e-05
          31     1.40736     1.40729 1.10709e-05
          32     1.40737     1.40729 1.09913e-05
          33     1.40739      1.4073 1.10616e-05
          34     1.40732      1.4073 1.07537e-05
          35     1.40725      1.4073 1.05382e-05
          36     1.40735      1.4073 1.03371e-05
          37     1.40744      1.4073 1.07657e-05
          38     1.40735      1.4073 1.05563e-05
          39     1.40729      1.4073  1.0296e-05
          40     1.40729      1.4073 1.00422e-05
          41     1.40723      1.4073 9.93508e-06
          42     1.40717      1.4073 1.01449e-05
          43     1.40734      1.4073 9.95131e-06
          44     1.40741      1.4073 1.00666e-05
          45     1.40727      1.4073  9.8754e-06
          46     1.40719      1.4073 9.93242e-06
          47     1.40734      1.4073 9.75493e-06
          48     1.40735      1.4073 9.60678e-06
          49     1.40734      1.4073 9.45001e-06
          50     1.40726      1.4073 9.30441e-06
