0.5 -0.973688 0.000517114
0.530612 -0.962462 0.000555038
0.561224 -0.950374 0.000541301
0.591837 -0.937928 0.000503491
0.622449 -0.925003 0.000426252
0.653061 -0.911537 0.000415438
0.683673 -0.899307 0.000326128
0.714286 -0.886104 0.000334261
0.744898 -0.872374 0.000296899
0.77551 -0.85905 0.000311497
0.806122 -0.845231 0.000275963
0.836735 -0.832286 0.000295905
0.867347 -0.818356 0.000267295
0.897959 -0.805142 0.000277591
0.928571 -0.792042 0.000233807
0.959184 -0.778952 0.000243185
0.989796 -0.765845 0.000237725
1.02041 -0.752991 0.000274127
1.05102 -0.740246 0.000254818
1.08163 -0.728064 0.000218808
1.11224 -0.715852 0.000228627
1.14286 -0.704041 0.000239589
1.17347 -0.692345 0.000230726
1.20408 -0.680875 0.000216756
1.23469 -0.669621 0.000206078
1.26531 -0.658759 0.000206966
1.29592 -0.647975 0.000214742
1.32653 -0.637433 0.000210129
1.35714 -0.627377 0.000231209
1.38776 -0.617579 0.000234397
1.41837 -0.607618 0.000211068
1.44898 -0.598096 0.000207136
1.47959 -0.588901 0.000198935
1.5102 -0.579804 0.000193438
1.54082 -0.571009 0.000191981
1.57143 -0.562534 0.000189795
1.60204 -0.554195 0.00017897
1.63265 -0.546062 0.000178591
1.66327 -0.537922 0.00017675
1.69388 -0.530342 0.000183348
1.72449 -0.522893 0.000183714
1.7551 -0.515367 0.000174804
1.78571 -0.507919 0.000164462
1.81633 -0.500823 0.000170185
1.84694 -0.493951 0.000176676
1.87755 -0.487338 0.000179032
1.90816 -0.480917 0.000178721
1.93878 -0.474459 0.000167395
1.96939 -0.468377 0.000163654
2 -0.462388 0.00016037
